simulation_index,param_file,cycle_detail_csv,life_detail_csv,80soh_cycle,Initial SEI thickness [m]__multiplier,SEI solvent diffusivity [m2.s-1]__multiplier,Lithium plating kinetic rate constant [m.s-1]__multiplier,Dead lithium decay constant [s-1]__multiplier,Negative electrode critical stress [Pa]__multiplier,Negative electrode LAM constant proportional term [s-1]__multiplier,Initial SEI thickness [m]__value,SEI solvent diffusivity [m2.s-1]__value,Lithium plating kinetic rate constant [m.s-1]__value,Dead lithium decay constant [s-1]__value,Negative electrode critical stress [Pa]__value,Negative electrode LAM constant proportional term [s-1]__value
146,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000146.csv,life_soh_csv/sim_000146.csv,426,1.092945978257682,9.826577868773128,33.87439998991559,30.457840465491714,0.9060087806161348,1.5966527691292536,5.4647298912884105e-09,2.456644467193282e-21,3.387439998991559e-08,3.045784046549171e-05,54360526.83696809,6.3866110765170144e-06
147,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000147.csv,life_soh_csv/sim_000147.csv,522,1.7742978923028034,13.156362019809334,46.91117730758857,44.26895928104224,0.9660675566917452,1.2447161776643862,8.871489461514017e-09,3.2890905049523334e-21,4.691117730758857e-08,4.426895928104224e-05,57964053.40150471,4.978864710657545e-06
148,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000148.csv,life_soh_csv/sim_000148.csv,410,1.2815915715261812,20.64645979733926,27.7423268774486,23.96242160789145,0.8107586518651535,1.4421469612100313,6.407957857630906e-09,5.161614949334815e-21,2.7742326877448603e-08,2.396242160789145e-05,48645519.11190921,5.768587844840125e-06
149,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000149.csv,life_soh_csv/sim_000149.csv,492,1.942260579864853,24.562068535626814,9.889195008488882,37.11974590696494,1.1913711118292674,2.185371907529955,9.711302899324265e-09,6.140517133906703e-21,9.889195008488883e-09,3.711974590696493e-05,71482266.70975605,8.74148763011982e-06
150,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000150.csv,life_soh_csv/sim_000150.csv,531,1.6110326088263855,16.85780884379485,40.88060938969767,44.61497086877952,1.122709671592864,1.768664778007809,8.055163044131928e-09,4.214452210948712e-21,4.088060938969767e-08,4.461497086877952e-05,67362580.29557183,7.074659112031236e-06
151,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000151.csv,life_soh_csv/sim_000151.csv,338,1.4542892165165544,18.40099721749752,19.962516825966937,7.746592484631411,0.8925538982350543,2.5581240457815673,7.271446082582772e-09,4.6002493043743796e-21,1.9962516825966936e-08,7.746592484631411e-06,53553233.89410326,1.0232496183126268e-05
152,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000152.csv,life_soh_csv/sim_000152.csv,418,1.7172261048434403,28.530707432792425,10.77727145307472,19.233639937953058,1.054513342437157,2.2888129928770895,8.586130524217202e-09,7.132676858198105e-21,1.077727145307472e-08,1.9233639937953056e-05,63270800.54622943,9.155251971508357e-06
153,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000153.csv,life_soh_csv/sim_000153.csv,399,1.1872203987161138,7.705058164002764,26.458679833304913,13.874463579812854,1.0281743178269067,2.8078608331952046,5.936101993580569e-09,1.926264541000691e-21,2.6458679833304915e-08,1.3874463579812854e-05,61690459.0696144,1.1231443332780818e-05
154,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000154.csv,life_soh_csv/sim_000154.csv,535,1.4341339642250528,5.695639555540005,34.58838698073638,23.782920423583924,1.1717434793758448,1.6949129891880266,7.170669821125264e-09,1.423909888885001e-21,3.4588386980736386e-08,2.378292042358392e-05,70304608.76255068,6.779651956752106e-06
155,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000155.csv,life_soh_csv/sim_000155.csv,513,1.8451929433565357,14.34588570482562,47.47855632227587,14.757390244994637,0.8879592365281267,1.3403674643638768,9.225964716782679e-09,3.5864714262064046e-21,4.7478556322275875e-08,1.4757390244994637e-05,53277554.1916876,5.361469857455507e-06
156,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000156.csv,life_soh_csv/sim_000156.csv,227,1.9803927457015273,16.760921937464772,17.6760230668919,36.51671070768394,0.9116101506275954,2.9548752999563748,9.901963728507637e-09,4.190230484366193e-21,1.7676023066891902e-08,3.651671070768394e-05,54696609.037655726,1.1819501199825498e-05
157,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000157.csv,life_soh_csv/sim_000157.csv,323,1.0771777472054125,28.0570198351196,24.22613661879282,8.959891254419455,0.8003792839242846,2.1525529616646457,5.385888736027063e-09,7.0142549587799e-21,2.4226136618792824e-08,8.959891254419455e-06,48022757.035457075,8.610211846658582e-06
158,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000158.csv,life_soh_csv/sim_000158.csv,437,1.5451697056421567,26.353177208853282,15.27453954221257,33.04771324823264,1.138120966588732,2.4500902409636414,7.725848528210784e-09,6.58829430221332e-21,1.5274539542212572e-08,3.3047713248232635e-05,68287257.99532391,9.800360963854565e-06
159,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000159.csv,life_soh_csv/sim_000159.csv,383,1.2756140057853829,10.694810975086808,8.53969522389491,39.16437944557173,1.0308453772763018,1.9605258851978957,6.378070028926915e-09,2.6737027437717017e-21,8.53969522389491e-09,3.916437944557173e-05,61850722.636578105,7.842103540791582e-06
161,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000161.csv,life_soh_csv/sim_000161.csv,432,1.1649170552673598,22.68141790723173,43.61565767211372,19.091811743335043,1.0997166281782613,2.6887085943850515,5.824585276336799e-09,5.6703544768079315e-21,4.361565767211372e-08,1.9091811743335043e-05,65982997.69069568,1.0754834377540205e-05
162,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000162.csv,life_soh_csv/sim_000162.csv,494,1.0088689076840418,13.686884034942802,30.042495343196897,19.35904471871919,1.0886973515824065,2.331471179880584,5.0443445384202095e-09,3.4217210087357e-21,3.00424953431969e-08,1.9359044718719188e-05,65321841.094944395,9.325884719522335e-06
163,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000163.csv,life_soh_csv/sim_000163.csv,349,1.2688035171180367,5.9603728631538075,37.389212091440655,28.265752624658013,1.1131321659619733,2.902131855143356,6.344017585590184e-09,1.4900932157884518e-21,3.7389212091440654e-08,2.826575262465801e-05,66787929.957718395,1.1608527420573423e-05
164,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000164.csv,life_soh_csv/sim_000164.csv,547,1.7985066160785386,27.741427678846524,17.772404323668297,36.60071822646348,1.1943365934868595,2.0845776524268285,8.992533080392693e-09,6.93535691971163e-21,1.7772404323668298e-08,3.6600718226463473e-05,71660195.60921156,8.338310609707314e-06
165,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000165.csv,life_soh_csv/sim_000165.csv,290,1.1813793251632376,25.066844998075585,45.34083006843775,39.502916471596855,0.9196908420113233,2.564023034606432,5.906896625816188e-09,6.266711249518895e-21,4.534083006843775e-08,3.950291647159685e-05,55181450.5206794,1.0256092138425727e-05
166,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000166.csv,life_soh_csv/sim_000166.csv,498,1.6644948575826333,15.923032520585576,7.330468482175178,24.436548962344084,0.9747645341477742,1.4080740346416272,8.322474287913166e-09,3.9807581301463936e-21,7.330468482175178e-09,2.4436548962344083e-05,58485872.04886645,5.632296138566509e-06
167,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000167.csv,life_soh_csv/sim_000167.csv,549,1.5366653889529673,23.4953513233494,41.79640111279636,13.184397497983541,1.0079948337725215,1.6477452122066372,7.683326944764838e-09,5.87383783083735e-21,4.1796401112796365e-08,1.318439749798354e-05,60479690.02635129,6.590980848826548e-06
168,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000168.csv,life_soh_csv/sim_000168.csv,600,1.4432177419839622,19.05764217744236,22.537207835761894,6.6942952344544215,0.8252853613535014,1.1822562864401625,7.216088709919811e-09,4.76441054436059e-21,2.2537207835761895e-08,6.694295234454421e-06,49517121.681210086,4.72902514576065e-06
169,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000169.csv,life_soh_csv/sim_000169.csv,235,1.877456869874551,10.06954591019664,14.257481804723547,47.986553137517184,0.8918238893472952,1.8738914447100636,9.387284349372756e-09,2.5173864775491596e-21,1.4257481804723548e-08,4.7986553137517185e-05,53509433.36083771,7.495565778840254e-06
171,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000171.csv,life_soh_csv/sim_000171.csv,434,1.8673309555197364,28.731935719708787,7.388621606413098,19.469917335887704,0.9980413416864542,1.9102187205771455,9.336654777598682e-09,7.182983929927196e-21,7.388621606413098e-09,1.9469917335887705e-05,59882480.50118725,7.640874882308582e-06
172,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000172.csv,life_soh_csv/sim_000172.csv,431,1.424058643153649,19.968810960868495,12.663624829736913,7.992623982604249,1.0666031563381426,2.871018581193053,7.120293215768246e-09,4.9922027402171234e-21,1.2663624829736913e-08,7.992623982604248e-06,63996189.380288556,1.1484074324772211e-05
173,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000173.csv,life_soh_csv/sim_000173.csv,279,1.122844455853707,11.27843808704198,23.76654443466257,38.60038815607608,0.8835299353553683,2.449056839331204,5.614222279268535e-09,2.8196095217604947e-21,2.376654443466257e-08,3.860038815607608e-05,53011796.121322095,9.796227357324816e-06
174,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000174.csv,life_soh_csv/sim_000174.csv,514,1.1843348648810066,22.119456159403814,31.090118779475347,29.179434466456126,1.0069669010343925,1.6791273484379414,5.921674324405033e-09,5.529864039850953e-21,3.109011877947535e-08,2.9179434466456125e-05,60418014.062063545,6.716509393751765e-06
175,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000175.csv,life_soh_csv/sim_000175.csv,329,1.3628000666153146,23.757384751964715,17.15336138094159,14.623686309054193,0.9199314800019287,2.7305431433672016,6.814000333076573e-09,5.939346187991178e-21,1.715336138094159e-08,1.4623686309054193e-05,55195888.80011572,1.0922172573468805e-05
176,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000176.csv,life_soh_csv/sim_000176.csv,505,1.6301449395458998,16.57715957679025,48.46204175171631,26.289804243303834,1.1383696372957057,2.025114717417896,8.1507246977295e-09,4.1442898941975625e-21,4.8462041751716314e-08,2.6289804243303832e-05,68302178.23774235,8.100458869671583e-06
177,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000177.csv,life_soh_csv/sim_000177.csv,280,1.9672725398611963,6.781557463798224,35.885007204039916,45.630724585675694,0.8016636197212832,1.2741820844005334,9.836362699305982e-09,1.695389365949556e-21,3.588500720403992e-08,4.563072458567569e-05,48099817.18327699,5.096728337602133e-06
178,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000178.csv,life_soh_csv/sim_000178.csv,384,1.94880983726213,23.59405579036794,15.87250960315573,45.09592563912425,0.9642760098516447,1.7821248410107564,9.74404918631065e-09,5.898513947591984e-21,1.5872509603155732e-08,4.509592563912425e-05,57856560.59109868,7.128499364043025e-06
179,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000179.csv,life_soh_csv/sim_000179.csv,422,1.8161395203775383,7.0673291301055094,37.66269454238068,27.448922012130485,0.9494007521478037,1.2936966896955007,9.080697601887692e-09,1.766832282526377e-21,3.766269454238068e-08,2.7448922012130482e-05,56964045.12886822,5.1747867587820024e-06
180,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000180.csv,life_soh_csv/sim_000180.csv,609,1.2456783446887025,29.609181577378543,22.060226371581148,32.58917564097088,0.8443462706844928,1.033495696475708,6.228391723443512e-09,7.402295394344634e-21,2.206022637158115e-08,3.258917564097088e-05,50660776.24106956,4.133982785902832e-06
181,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000181.csv,life_soh_csv/sim_000181.csv,577,1.6429076915161378,9.268249211221477,47.06477762852578,10.491503567798448,1.147771004730599,2.2206413680967607,8.214538457580689e-09,2.317062302805369e-21,4.706477762852579e-08,1.0491503567798447e-05,68866260.28383593,8.882565472387042e-06
182,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000182.csv,life_soh_csv/sim_000182.csv,470,1.019948926185626,12.638294428261629,17.622360845972445,35.24526706019588,1.1886531663326747,2.3493534566991343,5.099744630928131e-09,3.1595736070654068e-21,1.7622360845972445e-08,3.5245267060195876e-05,71319189.97996049,9.397413826796537e-06
183,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000183.csv,life_soh_csv/sim_000183.csv,620,1.490009692401497,16.638807864041546,6.482984948827856,14.46822149558226,1.0805680471514472,1.6714248219055712,7.450048462007485e-09,4.159701966010386e-21,6.482984948827857e-09,1.446822149558226e-05,64834082.82908683,6.6856992876222845e-06
184,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000184.csv,life_soh_csv/sim_000184.csv,351,1.5368541982576631,17.511845827812834,39.79982998989614,21.70601912220959,1.0327986725260565,2.8294511025838447,7.684270991288316e-09,4.377961456953208e-21,3.979982998989614e-08,2.170601912220959e-05,61967920.35156339,1.1317804410335378e-05
185,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000185.csv,life_soh_csv/sim_000185.csv,256,1.3153019461441353,26.534974199156775,27.897851840213974,43.7177572648066,0.8694462146721257,2.5137630425967705,6.5765097307206765e-09,6.633743549789193e-21,2.7897851840213976e-08,4.37177572648066e-05,52166772.88032754,1.0055052170387081e-05
186,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000186.csv,life_soh_csv/sim_000186.csv,472,1.609765995224664,26.79778806096684,25.564876194030543,35.29237317380782,0.9876865513376538,1.7209542349096911,8.04882997612332e-09,6.699447015241709e-21,2.5564876194030543e-08,3.5292373173807814e-05,59261193.080259226,6.883816939638764e-06
187,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000187.csv,life_soh_csv/sim_000187.csv,728,1.2425925772781095,5.199384841249306,9.607647664660611,20.997297146337644,1.0835877264911296,1.0937359010215117,6.212962886390548e-09,1.2998462103123263e-21,9.607647664660612e-09,2.0997297146337642e-05,65015263.58946777,4.374943604086047e-06
188,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000188.csv,life_soh_csv/sim_000188.csv,316,1.6299928618209258,14.436080820540736,40.22028691962767,12.657610286039095,0.8289239988301629,2.3397425634238287,8.14996430910463e-09,3.6090202051351836e-21,4.022028691962767e-08,1.2657610286039094e-05,49735439.92980977,9.358970253695315e-06
189,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000189.csv,life_soh_csv/sim_000189.csv,367,1.4805752050768617,10.818466188935966,13.765570494913627,43.19759207012114,0.8930362697817338,1.34485072026799,7.402876025384309e-09,2.7046165472339913e-21,1.3765570494913628e-08,4.319759207012114e-05,53582176.18690403,5.37940288107196e-06
190,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000190.csv,life_soh_csv/sim_000190.csv,316,1.338362157589907,19.134105392887655,47.22013129433299,26.480500758726727,0.9499766790330119,2.6948969970409973,6.691810787949535e-09,4.783526348221913e-21,4.722013129433299e-08,2.6480500758726725e-05,56998600.74198071,1.0779587988163988e-05
191,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000191.csv,life_soh_csv/sim_000191.csv,522,1.0668167128745702,28.791666850237988,18.157175006314702,45.98839357684122,1.154497262775967,2.185448412811078,5.3340835643728514e-09,7.197916712559497e-21,1.8157175006314705e-08,4.598839357684122e-05,69269835.76655802,8.741793651244311e-06
192,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000192.csv,life_soh_csv/sim_000192.csv,458,1.7691601931779117,12.99871640104384,37.729332807599604,7.448467288727841,1.1199276625224146,2.973350413597529,8.84580096588956e-09,3.2496791002609596e-21,3.7729332807599606e-08,7.44846728872784e-06,67195659.75134487,1.1893401654390116e-05
193,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000193.csv,life_soh_csv/sim_000193.csv,467,1.9578517430009272,22.465830978657433,31.43632249092517,29.21371379699127,1.0431009411281815,1.8825483031641213,9.789258715004637e-09,5.616457744664358e-21,3.1436322490925176e-08,2.921371379699127e-05,62586056.46769089,7.530193212656484e-06
194,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000194.csv,life_soh_csv/sim_000194.csv,330,1.915002894496829,18.356665003661575,10.706968743680632,27.26578740279765,0.897355709510729,1.9905609280770729,9.575014472484144e-09,4.5891662509153936e-21,1.0706968743680632e-08,2.7265787402797648e-05,53841342.57064374,7.96224371230829e-06
195,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000195.csv,life_soh_csv/sim_000195.csv,320,1.4079839781929497,11.378708785954043,44.29903021795896,47.802294739290595,1.1540517935836656,2.691488152572405,7.039919890964749e-09,2.8446771964885104e-21,4.429903021795896e-08,4.780229473929059e-05,69243107.61501993,1.0765952610289619e-05
196,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000196.csv,life_soh_csv/sim_000196.csv,565,1.0648147225682865,9.823672907142317,23.70686090418741,11.8803707705968,1.0587810903627553,2.072168145109366,5.324073612841433e-09,2.455918226785579e-21,2.370686090418741e-08,1.18803707705968e-05,63526865.42176531,8.288672580437463e-06
197,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000197.csv,life_soh_csv/sim_000197.csv,199,1.73154845092454,8.089041576484536,27.554328285845163,34.10805509236621,0.8125419019432814,2.7959435904168046,8.6577422546227e-09,2.022260394121134e-21,2.7554328285845163e-08,3.410805509236621e-05,48752514.11659688,1.1183774361667217e-05
198,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000198.csv,life_soh_csv/sim_000198.csv,539,1.8174591254398584,25.946485993277616,5.8178158363309525,30.09676186323304,0.9019184325228161,1.1994866993623128,9.087295627199292e-09,6.486621498319404e-21,5.8178158363309525e-09,3.009676186323304e-05,54115105.951368965,4.797946797449251e-06
199,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000199.csv,life_soh_csv/sim_000199.csv,671,1.3251568420336617,20.944159121400624,20.651388055388985,17.84080251533525,1.1078552299791395,1.6226977062752446,6.625784210168309e-09,5.236039780350155e-21,2.0651388055388985e-08,1.7840802515335247e-05,66471313.798748374,6.490790825100978e-06
200,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000200.csv,life_soh_csv/sim_000200.csv,653,1.5902686456529926,27.592546558767378,44.94382036964374,10.497689525617655,0.9649282946695493,1.3790620339796316,7.951343228264963e-09,6.898136639691844e-21,4.494382036964374e-08,1.0497689525617655e-05,57895697.68017296,5.516248135918526e-06
201,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000201.csv,life_soh_csv/sim_000201.csv,334,1.1776959078956448,14.818217637368612,38.395911373576666,43.609857117729696,1.0238149852490939,2.3815734594242084,5.888479539478224e-09,3.704554409342152e-21,3.839591137357667e-08,4.360985711772969e-05,61428899.114945635,9.526293837696833e-06
202,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000202.csv,life_soh_csv/sim_000202.csv,428,1.673156826431711,8.608984136005965,15.474325315627755,45.78423351156032,0.9345032064185097,1.210536055510827,8.365784132158555e-09,2.152246034001491e-21,1.5474325315627757e-08,4.578423351156032e-05,56070192.38511058,4.842144222043308e-06
203,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000203.csv,life_soh_csv/sim_000203.csv,541,1.2606795683357581,19.18721873179974,46.13652286544731,40.925934163883866,1.071402156589968,1.7038783294525537,6.303397841678791e-09,4.796804682949934e-21,4.6136522865447316e-08,4.092593416388387e-05,64284129.39539809,6.815513317810214e-06
204,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000204.csv,life_soh_csv/sim_000204.csv,293,1.5725540689926323,5.620465315054053,42.91281889511052,27.03665278423905,0.9657733289261726,2.5618626114495435,7.862770344963161e-09,1.4051163287635131e-21,4.291281889511052e-08,2.7036652784239048e-05,57946399.735570356,1.0247450445798173e-05
205,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000205.csv,life_soh_csv/sim_000205.csv,424,1.8963949567448966,12.444815532217095,31.450998161099978,37.7714998009317,1.1847121974490264,2.249491077394457,9.481974783724482e-09,3.1112038830542737e-21,3.145099816109998e-08,3.77714998009317e-05,71082731.84694159,8.997964309577827e-06
206,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000206.csv,life_soh_csv/sim_000206.csv,286,1.0931478810384079,15.99615770605108,22.80486620391093,31.669102509146015,0.844406852745217,2.4224556411510254,5.465739405192039e-09,3.9990394265127695e-21,2.280486620391093e-08,3.166910250914601e-05,50664411.16471302,9.6898225646041e-06
207,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000207.csv,life_soh_csv/sim_000207.csv,285,1.3989192261666101,20.777723780394574,10.199496947034802,17.468448147770204,0.8769702153156025,2.8854497013365927,6.994596130833051e-09,5.194430945098643e-21,1.0199496947034804e-08,1.7468448147770202e-05,52618212.91893615,1.1541798805346371e-05
208,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000208.csv,life_soh_csv/sim_000208.csv,950,1.1862138116355816,24.50593216945469,16.71986525827349,9.902286252530574,1.1370708247129084,1.3258087204824998,5.931069058177908e-09,6.126483042363672e-21,1.671986525827349e-08,9.902286252530574e-06,68224249.48277451,5.303234881929999e-06
209,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000209.csv,life_soh_csv/sim_000209.csv,480,1.8742699677732313,27.83656280861839,36.16465587969704,13.715805209675736,1.0129892411378087,1.909494354581422,9.371349838866157e-09,6.959140702154596e-21,3.616465587969704e-08,1.3715805209675736e-05,60779354.46826853,7.637977418325687e-06
210,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000210.csv,life_soh_csv/sim_000210.csv,454,1.3291743721701867,29.41109486777186,40.73713508529611,33.263281241407434,0.9918197491785868,1.9023212632410877,6.645871860850934e-09,7.352773716942965e-21,4.0737135085296115e-08,3.326328124140743e-05,59509184.950715214,7.609285052964351e-06
211,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000211.csv,life_soh_csv/sim_000211.csv,558,1.2146341469793294,21.334294982850135,8.596072457391596,10.600691950672644,1.0843326421328132,2.1310243199222376,6.073170734896647e-09,5.333573745712533e-21,8.596072457391597e-09,1.0600691950672643e-05,65059958.527968794,8.52409727968895e-06
212,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000212.csv,life_soh_csv/sim_000212.csv,290,1.9801599661266587,7.581910591050979,32.30825843101417,45.186836798457634,0.8407309566595245,1.3729407356927237,9.900799830633293e-09,1.8954776477627448e-21,3.230825843101417e-08,4.518683679845763e-05,50443857.39957147,5.491762942770894e-06
213,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000213.csv,life_soh_csv/sim_000213.csv,536,1.455602303571854,23.793265393405214,45.97821934564533,24.79648441514612,0.8545656058462006,1.1886835602228512,7.27801151785927e-09,5.948316348351303e-21,4.597821934564533e-08,2.479648441514612e-05,51273936.35077203,4.754734240891404e-06
214,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000214.csv,life_soh_csv/sim_000214.csv,622,1.8700696746472274,16.648952468754263,18.806079076744606,38.934669401455665,1.1808372432910121,1.5943078019540549,9.350348373236137e-09,4.162238117188566e-21,1.8806079076744608e-08,3.8934669401455663e-05,70850234.59746073,6.3772312078162195e-06
215,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000215.csv,life_soh_csv/sim_000215.csv,427,1.0572277371273373,9.094657698566714,36.2016710130781,20.32835785804508,1.0234056029508103,2.3982144290186715,5.286138685636687e-09,2.2736644246416783e-21,3.62016710130781e-08,2.032835785804508e-05,61404336.177048616,9.592857716074686e-06
216,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000216.csv,life_soh_csv/sim_000216.csv,265,1.745042923739622,11.398939384575689,10.73247987191198,32.21542282111179,0.9041847237329391,2.546773024463853,8.725214618698111e-09,2.849734846143922e-21,1.0732479871911981e-08,3.2215422821111784e-05,54251083.42397635,1.0187092097855412e-05
217,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000217.csv,life_soh_csv/sim_000217.csv,466,1.52722464802549,18.46507127498727,23.853155523157582,12.93596801803951,1.1395145643908322,2.7532282122428473,7.63612324012745e-09,4.616267818746817e-21,2.3853155523157583e-08,1.293596801803951e-05,68370873.86344993,1.101291284897139e-05
218,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000218.csv,life_soh_csv/sim_000218.csv,304,1.8383304126458495,12.295530599179726,43.32571786018346,36.50911891229839,0.8007779853780497,1.3496660202854045,9.191652063229248e-09,3.0738826497949313e-21,4.3325717860183464e-08,3.650911891229839e-05,48046679.12268298,5.398664081141618e-06
219,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000219.csv,life_soh_csv/sim_000219.csv,377,1.61176059191662,29.86377737050882,19.91908955651466,44.68338161232311,0.9520530648660346,1.942632025489267,8.0588029595831e-09,7.465944342627204e-21,1.9919089556514662e-08,4.468338161232311e-05,57123183.891962074,7.770528101957067e-06
220,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000220.csv,life_soh_csv/sim_000220.csv,667,2.0,17.955079828911945,33.325314259691126,30.797068584702505,1.0076874464621726,1.1589518126516727,1e-08,4.488769957227986e-21,3.3325314259691126e-08,3.07970685847025e-05,60461246.78773035,4.63580725060669e-06
221,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000221.csv,life_soh_csv/sim_000221.csv,285,1.0051014317813696,10.054531953424306,8.812432633362388,25.13350102884976,0.8889085167697125,2.896596190736389,5.025507158906848e-09,2.5136329883560762e-21,8.812432633362388e-09,2.513350102884976e-05,53334511.00618275,1.1586384762945557e-05
